"CÓDIGO SIGEP","NOMBRE DE LA ENTIDAD","NIT","ORDEN","SUBORDEN","REGIÓN PND","CÓDIGO DIVIPOLA DEPARTAMENTO","DEPARTAMENTO","CÓDIGO DIVIPOLA MUNICIPIO","MUNICIPIO","CLASIFICACIÓN ORGÁNICA","SECTOR","NIVEL","TIPO DE VINCULACIÓN","NATURALEZA JURÍDICA","LONGITUD","LATITUD","AÑO","MES","FUENTE","GENERO: HOMBRE","GENERO: MUJER","NIVEL EDUCATIVO: PRIMARIA","NIVEL EDUCATIVO: SECUNDARIA","NIVEL EDUCATIVO: TÉCNICA-TECNOLÓGICA","NIVEL EDUCATIVO: PROFESIONAL","NIVEL EDUCATIVO: ESPECIALIZACIÓN","NIVEL EDUCATIVO: MAESTRÍA","NIVEL EDUCATIVO: DOCTORADO","NIVEL EDUCATIVO: SIN DATOS","EDAD: MENOR O IGUAL A 29","EDAD: 30-39","EDAD: 40-49","EDAD: 50-62","EDAD: 63 Y MAS","EXPERIENCIA LABORAL: MENOR A 1 AÑO","EXPERIENCIA LABORAL: DE 1 A 10 AÑOS","EXPERIENCIA LABORAL: DE 11 A 20 AÑOS","EXPERIENCIA LABORAL: DE 21 A 30 AÑOS","EXPERIENCIA LABORAL: DE 31 A 40 AÑOS","EXPERIENCIA LABORAL: MAYOR A 40 AÑOS","EXPERIENCIA LABORAL: SIN DATOS","SALARIO MENSUAL PROMEDIO"
"00089","ALCALDIA DE ANSERMA CALDAS","890801139","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","21","17","0","14","0","10","2","3","0","5","0","3","9","10","16","2","7","7","7","11","7","0","1.634.248,79"
"00090","ALCALDIA DE ANSERMANUEVO  VALLE DEL CAUCA","800100532","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","16","22","1","16","0","6","6","1","0","1","6","12","8","10","2","14","4","6","6","4","3","0","1.828.655,08"
"00091","ALCALDIA DE ANZA","890983824","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","14","5","0","5","0","4","5","0","0","1","1","7","4","6","1","8","2","1","1","2","1","0","2.484.158,16"
"00092","ALCALDIA DE ANZOATEGUI","890702018","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","7","4","1","2","0","3","4","0","0","1","1","3","3","4","0","6","3","1","1","1","0","0","1.587.848,73"
"00093","ALCALDIA DE APARTADO","890980095","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","81","96","3","25","0","47","40","5","0","0","5","38","56","59","19","49","56","23","23","20","14","0","2.233.861,22"
"00094","ALCALDIA DE APIA","891480022","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","11","16","0","11","0","7","5","1","0","0","1","6","10","10","0","10","8","6","6","1","2","0","2.700.173,37"
"00095","ALCALDIA DE APULO","890680236","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","21","11","1","15","0","9","5","0","0","0","2","7","8","14","1","12","7","4","4","0","6","0","2.992.090,7"
"00096","ALCALDIA DE AQUITANIA","800077545","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","3","11","1","4","0","4","1","1","0","2","0","3","2","9","0","3","3","0","0","6","2","0","2.133.219,86"
"00097","ALCALDIA DE ARACATACA","891780041","TERRITORIAL",,,,,,,"MUNICIPAL","FUNCIÓN PÚBLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","12","12","0","6","0","6","8","0","0","0","0","3","8","11","2","14","3","2","2","2","2","0","2.040.119,58"
"00098","ALCALDIA DE ARANZAZU","890801142","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","11","16","1","6","0","10","6","1","0","0","3","13","6","5","0","12","11","1","1","2","0","0","2.342.110,22"
"00099","ALCALDIA DE ARATOCA","890205334","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","2","3","0","0","0","2","2","1","0","0","0","4","1","0","0","3","1","1","1","0","0","0","2.408.620"
"00100","ALCALDIA DE ARAUCA","800102504","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","47","58","2","13","0","31","36","5","0","2","2","27","16","39","21","23","16","10","10","23","18","0","3.126.052,91"
"00101","ALCALDIA DE ARBELAEZ","800093386","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","19","14","3","5","0","12","4","0","0","5","0","7","3","19","4","8","6","3","3","11","0","0","1.462.923,97"
"00102","ALCALDIA DE ARBOLEDA NARIÑO","800099058","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","23","13","0","12","0","12","5","0","0","5","1","12","3","16","4","15","3","1","1","4","5","0","1.093.770,47"
"00103","ALCALDIA DE ARBOLEDAS","890501436","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","12","10","1","5","0","7","6","0","0","0","2","6","5","7","2","5","10","1","1","3","1","0","1.663.780,18"
"00104","ALCALDIA DE ARBOLETES","890985623","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","8","14","0","1","0","10","3","1","0","2","1","5","6","10","0","11","3","3","3","2","0","0","2.588.965,77"
"00105","ALCALDIA DE ARCABUCO","800063791","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","5","6","2","2","0","1","2","0","0","1","2","1","3","3","2","4","2","1","1","2","1","0","1.341.031,45"
"00106","ALCALDIA DE ARENAL","806001937","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","17","7","0","9","0","10","2","0","0","1","4","8","8","4","0","10","9","1","1","0","1","0","1.536.687,21"
"00107","ALCALDIA DE ARGELIA ANTIOQUIA","890981786","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","7","5","0","3","0","4","2","0","0","2","0","3","5","1","3","4","3","2","2","0","1","0","2.279.300"
"00108","ALCALDIA DE ARGELIA CAUCA","891500725","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","4","7","1","3","0","3","3","0","0","0","3","6","1","1","0","6","1","1","1","1","1","0","1.766.939,73"
"00109","ALCALDIA DE ARGELIA VALLE DEL CAUCA","891901019","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","9","5","0","4","0","5","3","0","0","0","1","3","6","3","1","8","4","1","1","0","1","0","1.852.359,71"
"00110","ALCALDIA DE ARIGUANI","891702186","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","2","11","0","2","0","3","2","0","0","4","1","2","3","4","3","5","2","1","1","3","0","0","2.222.602,85"
"00111","ALCALDIA DE ARJONA","890480254","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","37","32","4","30","0","14","6","1","0","7","1","5","15","35","13","15","20","7","7","11","4","0","1.732.894,71"
"00112","ALCALDIA DE ARMENIA  ANTIOQUIA","890983763","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","3","5","0","1","0","3","4","0","0","0","1","1","4","2","0","5","2","1","1","0","0","0","3.308.956,25"
"00114","ALCALDIA DE ARMERO GUAYABAL","890700982","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","5","10","0","1","0","6","4","0","0","0","2","3","3","6","1","3","2","2","2","3","1","0","2.249.099,07"
"00115","ALCALDIA DE ARROYOHONDO","806004900","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","9","11","0","2","0","1","4","0","0","12","0","5","6","9","0","5","3","0","0","0","0","0","1.493.345,9"
"00116","ALCALDIA DE ATACO","800100049","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","16","11","2","7","0","9","5","0","0","4","4","7","5","9","2","14","2","2","2","3","0","0","3.406.332,48"
"00117","ALCALDIA DE ATRATO","818000395","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","10","22","0","6","0","19","3","3","0","0","5","17","8","2","0","14","2","1","1","0","1","0","1.704.495,61"
"00118","ALCALDIA DE AYAPEL","800096737","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","16","37","0","20","0","18","4","0","0","4","1","12","17","19","4","15","8","5","5","6","4","0","1.206.889,89"
"00119","ALCALDIA DE BAGADO","891680055","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","10","10","0","5","0","3","2","0","0","10","0","9","9","2","0","4","5","0","0","1","0","0","1.542.678,4"
"00120","ALCALDIA DE BAHIA SOLANO","891680395","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","6","14","0","2","0","8","3","0","0","5","1","9","2","5","3","9","4","1","1","0","0","0","2.038.614,55"
"00121","ALCALDIA DE BAJO BAUDO (PIZARRO)","800095589","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","15","18","0","7","0","12","5","0","0","1","7","11","10","4","1","21","2","0","0","0","0","0","2.131.203,55"
"00122","ALCALDIA DE BALBOA CAUCA","891500869","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","12","7","4","5","0","8","1","0","0","0","2","2","3","10","2","5","3","5","5","4","1","0","1.671.381,93"
"00123","ALCALDIA DE BALBOA RISARALDA","890801143","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","15","23","1","11","0","14","3","1","0","0","6","7","9","16","0","18","13","5","5","0","1","0","1.548.683,95"
"00124","ALCALDIA DE BARAYA","892120020","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","3","8","0","3","0","4","3","0","0","1","0","3","2","5","1","3","1","2","2","4","0","0","1.928.768,36"
"00125","ALCALDIA DE BARBOSA - ANTIOQUIA","890980445","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","61","79","0","10","0","39","52","7","1","1","4","54","42","35","5","65","35","14","14","13","3","0","4.352.198,39"
"00126","ALCALDIA DE BARICHARA","890210932","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","4","7","0","1","0","8","2","0","0","0","0","7","3","1","0","7","3","0","0","0","0","0","1.904.124,18"
"00127","ALCALDIA DE BARRANCA DE UPIA","800152577","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","17","22","1","13","0","8","11","1","0","0","5","12","14","6","2","16","11","8","8","2","2","0","2.521.163,43"
"00128","ALCALDIA DE BARRANCAS","800099223","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","8","19","0","2","0","9","4","0","0","9","0","3","4","15","5","4","2","7","7","4","0","0","1.646.261,85"
"00129","ALCALDIA DE BARRANCO DE LOBA","800015991","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","10","11","0","4","0","10","1","0","0","0","1","10","6","4","0","8","0","0","0","0","0","0","2.074.488,12"
"00130","ALCALDIA DE BECERRIL","800096576","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","16","28","1","10","0","12","12","1","0","2","6","9","14","12","3","23","9","4","4","5","0","0","1.452.365,07"
"00131","ALCALDIA DE BELALCAZAR","890802650","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","3","6","0","4","0","2","1","1","0","1","0","3","1","4","1","2","2","0","0","2","3","0","1.983.244,22"
"00132","ALCALDIA DE BELEN  BOYACA","800099199","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","6","2","0","6","0","0","0","0","0","2","0","0","1","4","3","1","0","3","3","2","0","0","1.085.749,25"
"00133","ALCALDIA DE BELEN - NARIÑO","800035482","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","12","6","0","4","0","5","1","0","0","1","0","0","5","11","2","0","5","3","3","6","2","0","1.353.166,67"
"00135","ALCALDIA DE BELEN DE UMBRIA","891480024","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","14","16","0","7","0","11","8","0","0","0","4","6","13","7","0","17","5","3","3","1","3","0","1.811.330,37"
"00136","ALCALDIA DE BELMIRA","890981880","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","4","7","0","0","0","5","2","0","0","1","1","3","6","1","0","5","3","2","2","0","0","0","2.256.293"
"00137","ALCALDIA DE BERBEO BOYACA","800099390","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","5","3","0","2","0","2","3","0","0","0","0","3","4","1","0","4","1","1","1","1","1","0","2.453.473,13"
"00138","ALCALDIA DE BETANIA","890980802","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","10","5","0","1","0","3","5","1","0","2","0","6","5","4","0","6","3","2","2","1","0","0","2.530.920,6"
"00139","ALCALDIA DE BETEITIVA","800017288","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","4","4","0","0","0","5","1","1","0","0","0","3","4","1","0","3","1","1","1","0","0","0","2.160.065,63"
"00140","ALCALDIA DE BETULIA  SANTANDER","890208119","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","7","4","0","1","0","3","7","0","0","0","1","5","4","1","0","3","1","4","4","0","0","0","2.748.138,18"
"00141","ALCALDIA DE BITUIMA","899999708","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","7","5","0","3","0","5","0","1","0","3","1","3","4","2","2","4","1","2","2","0","0","0","1.889.179,58"
"00142","ALCALDIA DE BOAVITA","891856294","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","7","8","0","4","0","4","4","0","0","1","0","3","4","7","1","5","3","1","1","3","2","0","1.898.153,6"
"00143","ALCALDIA DE BOCHALEMA","890505662","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","14","6","1","8","0","2","4","0","0","3","0","3","6","9","2","7","3","3","3","3","0","0","1.462.323,8"
"00144","ALCALDIA DE BOJACA","800094622","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","15","17","1","14","0","7","7","1","0","2","0","5","9","16","2","11","6","6","6","2","4","0","1.869.224,63"
"00145","ALCALDIA DE BOJAYA","800070375","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","15","7","0","0","0","1","2","0","0","19","1","8","8","3","2","1","1","0","0","0","0","0","1.702.120,45"
"00146","ALCALDIA DE BOLIVAR  SANTANDER","890210890","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","6","3","1","2","0","1","0","1","0","0","0","0","2","6","1","0","1","1","1","5","2","0","1.489.761"
"00147","ALCALDIA DE BOLIVAR  VALLE DEL CAUCA","891900945","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","14","10","2","5","0","4","3","1","0","6","0","3","3","7","11","1","5","4","4","6","1","0","1.412.509,83"
"00148","ALCALDIA DE BOLIVAR CAUCA","800095961","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","16","10","7","5","0","4","2","1","0","3","0","3","1","12","10","3","5","2","2","12","4","0","1.472.477,27"
"00149","ALCALDIA DE BOSCONIA","892301130","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","10","12","0","7","0","8","4","0","0","2","0","1","5","13","3","2","4","6","6","5","2","0","2.910.224,18"
"00150","ALCALDIA DE BRICEÑO","890984415","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","15","28","0","9","0","16","5","1","0","3","6","16","15","5","1","24","7","4","4","0","0","0","2.130.543,3"
"00151","ALCALDIA DE BRICEÑO  BOYACA","800099721","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","7","4","0","1","0","4","2","0","0","3","3","1","5","1","1","5","2","2","2","0","0","0","2.157.923,73"
"00152","ALCALDIA DE BUCARAMANGA","890201222","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","162","229","0","48","0","80","145","66","1","3","9","96","112","134","40","119","76","53","53","51","81","0","5.115.966,48"
"00153","ALCALDIA DE BUCARASICA","890503483","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","6","6","0","2","0","6","3","0","0","0","2","8","0","1","1","6","2","3","3","0","0","0","1.594.205,83"
"00155","ALCALDIA DISTRITAL DE BUENAVENTURA DISTRITO ESPECIAL, INDUSTRIAL, PORTUARIO, BIODIVERSO Y ECOTURISTICO","890399045","TERRITORIAL",,,,,,,"DISTRITAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","231","199","3","139","0","104","73","35","0","30","4","60","119","156","91","154","93","59","59","84","30","0","3.609.419,25"
"00156","ALCALDIA DE BUENAVISTA - BOYACA","81591808260","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","3","5","1","3","0","0","3","0","0","0","0","4","1","2","1","0","4","2","2","0","0","0","1.604.515,75"
"00157","ALCALDIA DE BUENAVISTA - CORDOBA","800096739","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","9","13","1","6","0","7","3","0","0","1","3","5","5","7","2","9","5","0","0","4","0","0","1.936.942,05"
"00158","ALCALDIA DE BUENAVISTA - QUINDIO","890001879","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","7","8","0","0","0","3","3","2","0","1","1","5","3","5","1","5","3","3","3","1","1","0","1.808.933,4"
"00159","ALCALDIA DE BUENAVISTA - SUCRE","892201286","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","3","4","1","2","0","3","0","0","0","0","0","0","2","5","0","0","2","1","1","3","1","0","848.554,71"
"00160","ALCALDIA DE BUENOS AIRES","891502307","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","2","7","0","2","0","2","3","2","0","0","0","3","4","2","0","7","2","0","0","0","0","0","1.881.938,22"
"00161","ALCALDIA DE BUGALAGRANDE","891900353","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","27","22","1","7","0","18","6","7","0","6","2","12","9","13","13","12","8","8","8","6","3","0","2.297.732,9"
"00162","ALCALDIA DE BURITICA","890983808","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","10","6","0","1","0","8","3","0","0","1","1","7","7","1","0","8","5","0","0","0","0","0","2.349.295,25"
"00163","ALCALDIA DE BUSBANZA","800099714","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","3","4","0","1","0","3","3","0","0","0","1","5","1","0","0","4","2","1","1","0","0","0","2.109.843,57"
